thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,elected,female,votepct,dwnom1,deleg_size,speaker,subchr,afam,latino,votepct_sq,power,chair,state_leg,state_leg_prof,majority,maj_leader,min_leader,meddist,majdist,all_bills,all_aic,all_abc,all_pass,all_law,les,seniority,benchmark,expectation,TotalInParty,RankInParty
1663,"Regula, Ralph",14045,96,1979,OH,16,0,1972,0,78,0.142000005,23,0,0,0,0,6084,1,0,1,0.354999989,0,0,0,0.281000018,0.450000018,10,2,2,2,2,0.264480542,4,0.328608036,2,161,67
1664,"Reuss, Henry",7824,96,1979,WI,5,1,1954,0,74,-0.479999989,9,0,1,0,0,5476,0,1,0,0,1,0,0,0.340999991,0.171999991,11,2,3,3,1,1.235859584,13,5.577194691,1,280,95
1665,"Rhodes, John",7845,96,1979,AZ,1,0,1952,0,71,0.202999994,4,0,0,0,0,5041,0,0,0,0,0,0,1,0.342000008,0.510999978,6,1,1,1,1,0.13439879,14,0.713784218,1,161,105
1666,"Richmond, Frederick",14269,96,1979,NY,14,1,1974,0,81,-0.588999987,39,0,1,0,0,6561,0,0,0,0,1,0,0,0.449999988,0.280999988,28,2,2,2,2,1.251742163,3,1.606649756,2,280,93
1667,"Rinaldo, Matthew",14046,96,1979,NJ,12,0,1972,0,73,-0.028999999,15,0,0,0,0,5329,0,0,1,0.174999997,0,0,0,0.109999999,0.279000014,29,2,2,2,1,1.005228204,4,0.328608036,3,161,18
1668,"Ritter, Don",14654,96,1979,PA,15,0,1978,0,53,0.25,25,0,0,0,0,2809,0,0,0,0,0,0,0,0.388999999,0.558000028,10,0,0,0,0,0.090657811,1,0.213055164,1,161,119
1669,"Roberts, Ray",10550,96,1979,TX,4,1,1962,0,61,-0.012,24,0,1,0,0,3721,0,1,1,0.191,1,0,0,0.127000004,0.296000004,61,5,5,4,1,2.662418412,9,5.423124313,1,280,40
1670,"Robinson, J.",13036,96,1979,VA,7,0,1970,0,64,0.335999995,10,0,0,0,0,4096,1,0,1,0.164000005,0,0,0,0.474999994,0.643999994,37,1,1,1,1,0.468969284,5,0.36712563,2,161,43
1671,"Rodino, Peter",8010,96,1979,NJ,10,1,1948,0,87,-0.492000014,15,0,1,0,0,7569,0,1,0,0,1,0,0,0.353000015,0.184000015,65,23,25,18,10,11.30360567,16,5.692747593,3,280,3
1672,"Roe, Robert",12042,96,1979,NJ,8,1,1969,0,74,-0.312999994,15,0,1,0,0,5476,0,0,0,0,1,0,0,0.173999995,0.004999993,107,1,1,1,0,1.672338508,6,1.722202659,2,280,69
1673,"Rose, Charlie",14048,96,1979,NC,7,1,1972,0,70,-0.282000005,11,0,1,0,0,4900,0,0,0,0,1,0,0,0.143000007,0.025999995,10,2,2,0,0,0.444431846,4,1.645167351,1,280,159
1674,"Rosenthal, Benjamin",10551,96,1979,NY,8,1,1962,0,83,-0.546999991,39,0,1,0,0,6889,0,0,0,0,1,0,0,0.407999992,0.238999993,13,0,0,0,0,0.142462275,9,1.837755442,1,280,213
1675,"Rostenkowski, Dan",8080,96,1979,IL,8,1,1958,0,86,-0.368000001,24,0,1,0,0,7396,1,0,1,0.344000012,1,1,0,0.229000002,0.060000002,25,8,8,6,5,4.807396097,11,1.91479075,3,280,18
1676,"Roth, Toby",14655,96,1979,WI,8,0,1978,0,58,0.261000007,9,0,0,0,0,3364,0,0,1,0.248999998,0,0,0,0.400000006,0.569000006,5,0,0,0,0,0.053962983,1,0.213055164,1,161,134
1677,"Rousselot, John",10553,96,1979,CA,26,0,1970,0,100,0.596000016,43,0,0,0,0,10000,1,0,0,0,0,0,0,0.735000014,0.904000044,23,0,0,0,0,0.259022318,5,0.36712563,2,161,69
1678,"Roybal, Edward",10621,96,1979,CA,25,1,1962,0,67,-0.615999997,43,0,1,0,0,4489,1,0,0,0,1,0,0,0.476999998,0.307999998,30,0,0,0,0,0.31514382,9,1.837755442,1,280,178
1679,"Royer, William",14676,96,1979,CA,11,0,1979,0,NA,0.158000007,43,0,0,0,0,NA,0,0,0,0,0,0,0,0.297000021,0.466000021,3,1,1,1,1,0.102021,1,0.213055164,1,161,116
1680,"Rudd, Eldon",14449,96,1979,AZ,4,0,1976,0,65,0.453999996,4,0,0,0,0,4225,1,0,0,0,0,0,0,0.592999995,0.762000024,4,1,1,1,0,0.300856464,2,0.251572788,2,161,63
1681,"Runnels, Harold",13038,96,1979,NM,2,1,1970,0,100,0.268000007,2,0,1,0,0,10000,0,0,1,0.092,1,0,0,0.407000005,0.576000035,15,4,4,4,3,1.70597735,5,1.683684945,2,280,65
1682,"Russo, Martin",14271,96,1979,IL,3,1,1974,0,65,-0.175999999,24,0,1,0,0,4225,1,0,0,0,1,0,0,0.037,0.131999999,5,1,1,0,0,0.390468863,3,1.606649756,1,280,164
1683,"Sabo, Martin",14656,96,1979,MN,5,1,1978,0,62,-0.563000023,8,0,0,0,0,3844,1,0,1,0.210999995,1,0,0,0.424000025,0.255000025,7,0,0,0,0,0.075548176,1,0.332584381,1,280,237
1684,"Santini, James",14272,96,1979,NV,1,1,1974,0,75,-0.061000001,1,0,1,0,0,5625,0,0,0,0,1,0,0,0.078000002,0.246999994,15,6,7,7,4,2.224262391,3,1.606649756,2,280,53
1685,"Satterfield, David",10767,96,1979,VA,3,1,1964,0,88,0.400000006,10,0,1,0,0,7744,0,0,1,0.164000005,1,0,0,0.539000034,0.708000004,39,3,3,3,2,2.706888516,8,1.799237847,3,280,39
1686,"Sawyer, Harold",14450,96,1979,MI,5,0,1976,0,50,0.149000004,19,0,0,0,0,2500,0,0,0,0,0,0,0,0.288000017,0.457000017,17,2,2,2,2,1.115755447,2,0.251572788,3,161,13
1687,"Scheuer, James",10768,96,1979,NY,11,1,1974,0,78,-0.497000009,39,0,1,0,0,6084,0,0,0,0,1,0,0,0.35800001,0.18900001,13,5,5,3,3,2.999050763,3,1.606649756,3,280,31
1688,"Schroeder, Patricia",14051,96,1979,CO,1,1,1972,1,62,-0.218999997,5,0,1,0,0,3844,0,0,0,0,1,0,0,0.079999998,0.089000002,19,3,3,3,2,2.491036584,4,1.645167351,3,280,46
1689,"Schulze, Richard",14273,96,1979,PA,5,0,1974,0,75,0.259000003,25,0,0,0,0,5625,1,0,1,0.344999999,0,0,0,0.398000002,0.567000031,16,0,0,0,0,0.172681545,3,0.290090412,2,161,87
1690,"Sebelius, Keith",12029,96,1979,KS,1,0,1968,0,100,0.221000001,5,0,0,0,0,10000,0,0,1,0.169,0,0,0,0.360000014,0.528999984,27,1,1,1,0,0.317035091,6,0.405643255,2,161,60
1691,"Seiberling, John",13040,96,1979,OH,14,1,1970,0,72,-0.512000024,23,0,1,0,0,5184,0,0,0,0,1,0,0,0.373000026,0.204000026,35,2,2,2,1,1.506699129,5,1.683684945,2,280,79
1692,"Sensenbrenner, James",14657,96,1979,WI,9,0,1978,0,61,0.402999997,9,0,0,0,0,3721,0,0,1,0.248999998,0,0,0,0.541999996,0.711000025,8,0,0,0,0,0.077706695,1,0.213055164,1,161,123
1693,"Shannon, James",14658,96,1979,MA,5,1,1978,0,52,-0.479000002,12,0,0,0,0,2704,1,0,0,0,1,0,0,0.340000004,0.171000004,17,1,2,1,0,0.695864499,1,0.332584381,3,280,136
1694,"Sharp, Philip",14274,96,1979,IN,10,1,1974,0,57,-0.153999999,11,0,0,0,0,3249,0,0,0,0,1,0,0,0.014999999,0.153999999,6,2,2,0,0,0.234281318,3,0.409619629,2,280,191
1695,"Shelby, Richard",14659,96,1979,AL,7,1,1978,0,100,0.039000001,7,0,0,0,0,10000,0,0,1,0.085000001,1,0,0,0.178000003,0.347000003,13,1,1,1,0,0.389355756,1,0.332584381,2,280,165
1696,"Shumway, Norman",14660,96,1979,CA,14,0,1978,0,56,0.509000003,43,0,0,0,0,3136,0,0,0,0,0,0,0,0.648000002,0.817000031,17,1,1,1,0,0.423892065,1,0.213055164,3,161,47
1697,"Shuster, Bud",14052,96,1979,PA,9,0,1972,0,75,0.419,25,0,0,0,0,5625,0,0,0,0,0,0,1,0.558000028,0.726999998,3,0,0,0,0,0.015109635,4,0.328608036,1,161,157
1698,"Simon, Paul",14275,96,1979,IL,24,1,1974,0,66,-0.439999998,24,0,1,0,0,4356,0,0,1,0.344000012,1,0,0,0.300999999,0.131999999,20,3,3,2,1,1.322161997,3,1.606649756,2,280,87
1699,"Skelton, Ike",14451,96,1979,MO,4,1,1976,0,73,-0.112999998,10,0,0,0,0,5329,0,0,1,0.266000003,1,0,0,0.026000002,0.195000008,13,1,1,1,1,0.574860581,2,0.371102005,3,280,146
1700,"Slack, John",8564,96,1979,WV,3,1,1958,0,59,-0.244000003,4,0,1,0,0,3481,1,0,0,0,1,0,0,0.105000004,0.063999996,20,2,2,2,2,1.530315006,11,1.91479075,2,280,77
1702,"Smith, Neal",8672,96,1979,IA,4,1,1958,0,65,-0.293000013,6,0,1,0,0,4225,1,1,0,0,1,0,0,0.154000014,0.014999988,33,8,9,4,0,2.726524681,11,5.50015974,1,280,37
1701,"Smith, Virginia",14276,96,1979,NE,3,0,1974,1,80,0.231999993,3,0,0,0,0,6400,1,0,0,0,0,0,0,0.370999992,0.540000021,21,0,0,0,0,0.166205987,3,0.290090412,2,161,91
1703,"Snowe, Olympia",14661,96,1979,ME,2,0,1978,1,55,0.078000002,2,0,0,0,0,3025,0,0,1,0.180000007,0,0,0,0.217000008,0.386000007,8,1,1,1,1,0.164618061,1,0.213055164,2,161,93
1704,"Snyder, M.",10626,96,1979,KY,4,0,1966,0,66,0.245000005,7,0,0,0,0,4356,0,0,0,0,0,0,0,0.384000003,0.553000033,6,0,0,0,0,0.064755579,7,0.444160879,1,161,130
1705,"Solarz, Stephen",14277,96,1979,NY,13,1,1974,0,81,-0.474000007,39,0,1,0,0,6561,0,0,1,0.407000005,1,0,0,0.335000008,0.166000009,40,1,2,2,0,1.002045054,3,1.606649756,2,280,112
1706,"Solomon, Gerald",14662,96,1979,NY,29,0,1978,0,54,0.43900001,39,0,0,0,0,2916,0,0,1,0.407000005,0,0,0,0.578000009,0.747000039,28,0,1,1,1,0.346402142,1,0.213055164,3,161,58
1707,"Spellman, Gladys",14278,96,1979,MD,5,1,1974,1,77,-0.307999998,8,0,1,0,0,5929,0,0,0,0,1,0,0,0.169,1.67E-09,45,10,10,9,7,5.524573539,3,1.606649756,3,280,13
1708,"Spence, Floyd",13042,96,1979,SC,2,0,1970,0,57,0.284999996,6,0,0,0,0,3249,0,0,1,0.280999988,0,0,0,0.423999995,0.592999995,2,0,0,0,0,0.021585193,5,0.36712563,1,161,154
1709,"St Germain, Fernand",10561,96,1979,RI,1,1,1960,0,61,-0.347000003,2,0,1,0,0,3721,0,0,1,0.142000005,1,0,0,0.208000004,0.039000005,30,0,1,1,1,1.027053109,10,1.876273036,2,280,110
1710,"Stack, Edward",14663,96,1979,FL,12,1,1978,0,62,-0.384000003,15,0,0,0,0,3844,0,0,0,0,1,0,0,0.245000005,0.076000005,7,1,1,1,1,0.966247021,1,0.332584381,3,280,115
1711,"Staggers, Harley",8824,96,1979,WV,2,1,1948,0,55,-0.340000004,4,0,0,0,0,3025,0,1,0,0,1,0,0,0.201000005,0.032000005,72,8,9,6,0,4.228687841,16,4.495717525,2,280,21
1712,"Stangeland, Arlan",14466,96,1979,MN,7,0,1977,0,54,0.312999994,8,0,0,0,0,2916,0,0,1,0.210999995,0,0,0,0.451999992,0.620999992,13,0,0,0,0,0.105767446,2,0.251572788,1,161,114
1713,"Stanton, J.",10773,96,1979,OH,11,0,1964,0,71,0.093999997,23,0,0,0,0,5041,0,0,0,0,0,0,0,0.232999995,0.40200001,9,1,1,1,1,0.16677658,8,0.482678503,1,161,90
1714,"Stark, Fortney",14053,96,1979,CA,9,1,1972,0,68,-0.625999987,43,0,1,0,0,4624,1,0,0,0,1,0,0,0.486999989,0.317999989,26,2,2,2,2,1.577802431,4,1.645167351,2,280,73
1715,"Steed, Tom",8866,96,1979,OK,4,1,1948,0,60,-0.275000006,6,0,1,0,0,3600,1,0,0,0,1,0,0,0.136000007,0.032999992,8,3,3,3,2,1.562054984,16,2.107378721,2,280,76
1716,"Stenholm, Charles",14664,96,1979,TX,17,1,1978,0,68,0.270999998,24,0,0,0,0,4624,0,0,0,0,1,0,0,0.409999996,0.578999996,17,0,0,0,0,0.166205987,1,0.332584381,1,280,205
1717,"Stewart, Bennett",14665,96,1979,IL,1,1,1978,0,59,-0.529999971,24,0,0,1,0,3481,1,0,0,0,1,0,0,0.390999973,0.221999973,4,0,0,0,0,0.043170386,1,0.332584381,1,280,254
1718,"Stockman, David",14453,96,1979,MI,4,0,1976,0,71,0.352999985,19,0,0,0,0,5041,0,0,0,0,0,0,0,0.491999984,0.661000013,5,0,0,0,0,0.036694828,2,0.251572788,1,161,144
1719,"Stokes, Louis",12030,96,1979,OH,21,1,1968,0,86,-0.612999976,23,0,0,1,0,7396,1,0,0,0,1,0,0,0.473999977,0.304999977,14,0,0,0,0,0.151096352,6,0.525172472,1,280,210
1720,"Stratton, Samuel",9017,96,1979,NY,28,1,1958,0,79,-0.104000002,39,0,1,0,0,6241,0,0,0,0,1,0,0,0.034999996,0.203999996,17,3,3,2,2,1.295880243,11,1.91479075,2,280,89
1721,"Studds, Gerry",14055,96,1979,MA,12,1,1972,0,100,-0.449999988,12,0,1,0,0,10000,0,0,0,0,1,0,0,0.31099999,0.14199999,11,2,2,2,0,0.902569392,4,1.645167351,2,280,120
1722,"Stump, Bob",94454,96,1979,AZ,3,1,1976,0,85,0.414999992,4,0,0,0,0,7225,0,0,1,0.268999994,1,0,0,0.55400002,0.72299999,6,0,0,0,0,0.064755579,2,0.371102005,1,280,243
1723,"Swift, Al",14666,96,1979,WA,2,1,1978,0,51,-0.35800001,7,0,0,0,0,2601,0,0,0,0,1,0,0,0.219000012,0.050000012,10,2,2,1,0,0.79694736,1,0.332584381,3,280,129
1724,"Symms, Steven",14056,96,1979,ID,1,0,1972,0,60,0.725000024,2,0,0,0,0,3600,0,0,0,0,0,0,0,0.864000022,1.032999992,26,0,0,0,0,0.254705279,4,0.328608036,2,161,70
1725,"Synar, Mike",14667,96,1979,OK,2,1,1978,0,55,-0.201000005,6,0,0,0,0,3025,0,0,0,0,1,0,0,0.062000006,0.106999993,3,0,0,0,0,0.03237779,1,0.332584381,1,280,263
1726,"Tauke, Thomas",14668,96,1979,IA,2,0,1978,0,53,0.187000006,6,0,0,0,0,2809,0,0,1,0.266000003,0,0,0,0.326000005,0.495000005,17,0,0,0,0,0.174840064,1,0.213055164,2,161,85
1727,"Tauzin, W.",14679,96,1979,LA,3,1,1980,0,NA,0.011,8,0,0,0,0,NA,0,0,1,0.150000006,1,0,0,0.150000006,0.319000006,2,0,0,0,0,0.021585193,1,0.332584381,1,280,268
1728,"Taylor, G.",14057,96,1979,MO,7,0,1972,0,61,0.344000012,10,0,0,0,0,3721,1,0,0,0,0,0,0,0.48300001,0.65200001,4,0,0,0,0,0.025902232,4,0.328608036,1,161,151
1729,"Thomas, William",14669,96,1979,CA,18,0,1978,0,59,0.344000012,43,0,0,0,0,3481,0,0,1,0.526000023,0,0,0,0.48300001,0.65200001,11,3,3,3,1,0.712368006,1,0.213055164,3,161,22
1730,"Thompson, Frank",9322,96,1979,NJ,4,1,1954,0,62,-0.51700002,15,0,1,0,0,3844,0,1,1,0.174999997,1,0,0,0.378000021,0.209000021,26,7,11,9,6,5.136599983,13,5.577194691,2,280,15
1731,"Traxler, Bob",14075,96,1979,MI,8,1,1974,0,67,-0.296999991,19,0,0,0,0,4489,1,0,1,0.463,1,0,0,0.157999992,0.011000009,19,0,0,0,0,0.18779118,3,0.409619629,1,280,201
1732,"Treen, David",14060,96,1979,LA,3,0,1972,0,100,0.338999987,8,0,0,0,0,10000,0,0,0,0,0,0,0,0.477999985,0.647000015,8,0,0,0,0,0.086340773,4,0.328608036,1,161,120
1733,"Trible, Paul",14456,96,1979,VA,1,0,1976,0,72,0.223000005,10,0,0,0,0,5184,0,0,0,0,0,0,0,0.362000018,0.531000018,16,1,1,1,1,0.564067985,2,0.251572788,3,161,30
1734,"Udall, Morris",10566,96,1979,AZ,2,1,1961,0,54,-0.375999987,4,0,1,0,0,2916,0,1,0,0,1,0,0,0.236999989,0.067999989,68,18,19,15,5,9.087573175,10,5.461641788,3,280,5
1735,"Ullman, Al",9551,96,1979,OR,2,1,1956,0,69,-0.324999988,4,0,0,0,0,4761,1,1,0,0,1,0,0,0.18599999,0.016999988,60,21,23,18,17,16.38841194,12,4.341647148,3,280,2
1736,"Van Deerlin, Lionel",10633,96,1979,CA,42,1,1962,0,74,-0.416999996,43,0,1,0,0,5476,0,0,0,0,1,0,0,0.277999997,0.108999997,11,2,2,1,1,0.509758018,9,1.837755442,1,280,153
1737,"Vander Jagt, Guy",10794,96,1979,MI,9,0,1966,0,70,0.224999994,19,0,0,0,0,4900,1,0,1,0.463,0,0,0,0.363999993,0.532999992,25,1,1,0,0,0.424037479,7,0.444160879,2,161,46
1738,"Vanik, Charles",9623,96,1979,OH,22,1,1954,0,74,-0.400999993,23,0,1,0,0,5476,1,0,1,0.354999989,1,0,0,0.261999995,0.092999995,25,7,7,6,3,2.780037461,13,1.991825938,2,280,36
1739,"Vento, Bruce",14458,96,1979,MN,4,1,1976,0,58,-0.44600001,8,0,0,0,0,3364,0,0,1,0.210999995,1,0,0,0.307000011,0.138000011,16,1,1,0,0,0.187984719,2,0.371102005,2,280,200
1740,"Volkmer, Harold",14459,96,1979,MO,9,1,1976,0,75,-0.112000003,10,0,0,0,0,5625,0,0,1,0.266000003,1,0,0,0.026999997,0.195999995,15,0,0,0,0,0.12735264,2,0.371102005,1,280,216
1741,"Walgren, Doug",14460,96,1979,PA,18,1,1976,0,58,-0.233999997,25,0,0,0,0,3364,0,0,0,0,1,0,0,0.094999999,0.074000001,8,1,1,1,1,0.503629444,2,0.371102005,2,280,154
1742,"Walker, Robert",14461,96,1979,PA,16,0,1976,0,77,0.488999993,25,0,0,0,0,5929,0,0,0,0,0,0,0,0.628000021,0.796999991,16,0,0,0,0,0.155413391,2,0.251572788,2,161,97
1743,"Wampler, William",9802,96,1979,VA,9,0,1966,0,62,0.142000005,10,0,0,0,0,3844,0,0,0,0,0,0,0,0.281000018,0.450000018,13,0,0,0,0,0.131669678,7,0.444160879,1,161,106
1744,"Watkins, Wes",14462,96,1979,OK,3,1,1976,0,100,-0.039999999,6,0,0,0,0,10000,0,0,1,0.248999998,1,0,0,0.098999999,0.268000007,13,1,1,1,0,0.165938739,2,0.371102005,1,280,206
1745,"Waxman, Henry",14280,96,1979,CA,24,1,1974,0,66,-0.503000021,43,0,1,0,0,4356,0,0,1,0.526000023,1,0,0,0.364000022,0.195000023,47,15,18,16,6,9.707041195,3,1.606649756,3,280,4
1746,"Weaver, James",14281,96,1979,OR,4,1,1974,0,56,-0.317000002,4,0,1,0,0,3136,0,0,0,0,1,0,0,0.178000003,0.009000001,30,3,3,2,0,1.521695889,3,1.606649756,2,280,78
1747,"Weiss, Ted",14463,96,1979,NY,20,1,1976,0,85,-0.56400001,39,0,0,0,0,7225,0,0,0,0,1,0,0,0.425000012,0.256000012,34,1,2,1,1,0.871729195,2,0.371102005,3,280,124
1748,"White, Richard",10783,96,1979,TX,16,1,1964,0,70,-0.057,24,0,1,0,0,4900,0,0,1,0.191,1,0,0,0.082000002,0.250999987,26,3,3,3,1,2.178306955,8,1.799237847,2,280,55
1749,"Whitehurst, G.",12033,96,1979,VA,2,0,1968,0,100,0.237000003,10,0,0,0,0,10000,0,0,0,0,0,0,0,0.376000017,0.545000017,36,0,0,0,0,0.379899399,6,0.405643255,2,161,55
1750,"Whitley, Charles",14464,96,1979,NC,3,1,1976,0,71,-0.118000001,11,0,0,0,0,5041,0,0,0,0,1,0,0,0.021,0.189999998,2,0,0,0,0,0.021585193,2,0.371102005,1,280,267
1751,"Whittaker, Bob",14670,96,1979,KS,5,0,1978,0,58,0.294,5,0,0,0,0,3364,0,0,1,0.169,0,0,0,0.432999998,0.601999998,5,0,0,0,0,0.036694828,1,0.213055164,1,161,143
1752,"Whitten, Jamie",10075,96,1979,MS,1,1,1941,0,68,-0.199000001,5,0,1,0,0,4624,1,1,1,0.185000002,1,0,0,0.060000002,0.108999997,22,6,6,5,5,4.973474249,20,5.84681797,2,280,16
1754,"Williams, Lyle",14671,96,1979,OH,19,0,1978,0,51,0.027000001,23,0,0,0,0,2601,0,0,0,0,0,0,0,0.165999994,0.335000008,2,0,0,0,0,0.021585193,1,0.213055164,1,161,153
1753,"Williams, Pat",14672,96,1979,MT,1,1,1978,0,57,-0.273000002,2,0,0,0,0,3249,0,0,1,0.114,1,0,0,0.134000003,0.034999996,14,1,1,1,0,0.400148353,1,0.332584381,2,280,161
1756,"Wilson, Charles",14062,96,1979,TX,2,1,1972,0,70,-0.194999993,24,0,1,0,0,4900,1,0,1,0.191,1,0,0,0.055999994,0.113000005,42,4,4,4,2,3.239528826,4,1.645167351,3,280,29
1755,"Wilson, Robert",10249,96,1979,CA,41,0,1952,0,58,0.208000004,43,0,0,0,0,3364,0,0,0,0,0,0,0,0.347000003,0.516000032,37,3,3,3,3,0.565085319,14,0.713784218,2,161,29
1757,"Winn, Larry",11057,96,1979,KS,3,0,1966,0,100,0.25,5,0,0,0,0,10000,0,0,0,0,0,0,0,0.388999999,0.558000028,6,0,0,0,0,0.056121502,7,0.444160879,1,161,132
1758,"Wirth, Timothy",14282,96,1979,CO,2,1,1974,0,53,-0.298000008,5,0,0,0,0,2809,0,0,0,0,1,0,0,0.159000009,0.009999992,6,1,1,1,0,0.107658718,3,0.409619629,1,280,226
1759,"Wolff, Lester",10784,96,1979,NY,6,1,1964,0,60,-0.282000005,39,0,1,0,0,3600,0,0,0,0,1,0,0,0.143000007,0.025999995,41,0,0,0,0,0.425228305,8,1.799237847,1,280,160
1760,"Wolpe, Howard",14673,96,1979,MI,3,1,1978,0,51,-0.356000006,19,0,0,0,0,2601,0,0,1,0.463,1,0,0,0.217000008,0.048000008,2,0,0,0,0,0.012951116,1,0.332584381,1,280,272
1761,"Won Pat, Antonio",NA,96,1979,GU,1,1,1972,0,NA,NA,1,0,1,0,0,NA,0,0,0,NA,0,0,0,NA,NA,29,2,2,2,2,1.182098953,4,1.525638103,2,280,101
1762,"Wright, James",10391,96,1979,TX,12,1,1954,0,68,-0.398000002,24,0,0,0,0,4624,0,0,1,0.191,1,1,0,0.259000003,0.090000004,16,5,5,4,3,1.586514703,13,0.794795811,3,280,72
1763,"Wyatt, Joe",14674,96,1979,TX,14,1,1978,0,72,-0.055,24,0,0,0,0,5184,0,0,1,0.191,1,0,0,0.083999999,0.252999991,12,1,2,2,2,0.251997884,1,0.332584381,2,280,186
1764,"Wydler, John",10638,96,1979,NY,5,0,1962,0,58,0.287,39,0,0,0,0,3364,0,0,0,0,0,0,0,0.425999999,0.595000029,11,0,0,0,0,0.118718562,9,0.521196127,1,161,109
1765,"Wylie, Chalmers",11058,96,1979,OH,15,0,1966,0,71,0.210999995,23,0,0,0,0,5041,0,0,1,0.354999989,0,0,0,0.349999994,0.518999994,21,0,0,0,0,0.226644528,7,0.444160879,2,161,72
1766,"Yates, Sidney",10421,96,1979,IL,9,1,1964,0,75,-0.538999975,24,0,1,0,0,5625,1,0,0,0,1,0,0,0.399999976,0.230999976,14,3,3,3,3,2.319563444,8,1.799237847,2,280,50
1767,"Yatron, Gus",12035,96,1979,PA,6,1,1968,0,74,-0.177000001,25,0,1,0,0,5476,0,0,1,0.344999999,1,0,0,0.038000003,0.130999997,11,0,0,0,0,0.118718562,6,1.722202659,1,280,218
1769,"Young, C.W.",13047,96,1979,FL,6,0,1970,0,79,0.310000002,15,0,0,0,0,6241,1,0,1,0.224000007,0,0,0,0.449000001,0.618000031,55,1,1,1,1,0.620065636,5,0.36712563,3,161,26
1768,"Young, Don",14066,96,1979,AK,1,0,1973,0,55,0.194999993,1,0,0,0,0,3025,0,0,1,0.319999993,0,0,0,0.333999991,0.503000021,32,3,3,3,3,1.614497259,4,0.328608036,3,161,3
1770,"Young, Robert",14465,96,1979,MO,2,1,1976,0,56,-0.266000003,10,0,0,0,0,3136,0,0,1,0.266000003,1,0,0,0.127000004,0.041999996,7,0,1,1,0,0.206065388,2,0.371102005,2,280,197
1771,"Zablocki, Clement",10463,96,1979,WI,4,1,1948,0,66,-0.351000011,9,0,1,0,0,4356,0,1,1,0.248999998,1,0,0,0.212000012,0.043000013,20,10,12,10,9,7.835210861,16,5.692747593,2,280,6
1772,"Zeferetti, Leo",14283,96,1979,NY,15,1,1974,0,71,-0.279000014,39,0,0,0,0,5041,1,0,0,0,1,0,0,0.140000015,0.028999986,9,2,2,2,2,0.609967483,3,0.409619629,2,280,143
1773,"de la Garza, E.",10716,96,1979,TX,15,1,1964,0,66,-0.204999998,24,0,1,0,1,4356,0,0,1,0.191,1,0,0,0.066,0.103,18,6,6,6,4,4.035124986,8,1.799237847,3,280,23
1774,"Addabbo, Joseph",10500,97,1981,NY,7,1,1960,0,95,-0.486999989,39,0,1,0,0,9025,1,0,0,0,1,0,0,0.425999999,0.176999986,27,2,3,3,2,2.080780257,11,2.219107866,2,251,56
1775,"Akaka, Daniel",14400,97,1981,HI,2,1,1976,0,90,-0.451999992,2,0,0,0,0,8100,1,0,0,0,1,0,0,0.391000003,0.14199999,8,0,1,1,1,0.168408702,3,0.473907083,1,251,189
1776,"Albosta, Donald",14600,97,1981,MI,10,1,1978,0,52,-0.238999993,19,0,0,0,0,2704,0,0,1,0.463,1,0,0,0.177999988,0.07100001,16,2,1,0,0,0.38897518,2,0.408468366,2,251,158
1777,"Alexander, Bill",12000,97,1981,AR,1,1,1968,0,100,-0.372000009,4,0,0,0,0,10000,1,0,0,0,1,1,0,0.311000019,0.06200001,17,4,0,0,0,0.418178561,7,0.735661924,2,251,157
1778,"Anderson, Glenn",12001,97,1981,CA,32,1,1968,0,66,-0.256999999,43,0,1,0,0,4356,0,0,1,0.526000023,1,0,0,0.195999995,0.052999999,29,7,5,5,5,5.061268648,7,1.957352996,3,251,16
1779,"Andrews, Ike",14001,97,1981,NC,4,1,1972,0,53,-0.177000001,11,0,1,0,0,2809,0,0,1,0.189999998,1,0,0,0.116000004,0.133000001,4,3,2,1,0,0.857478333,5,1.826475501,1,251,108
1780,"Annunzio, Frank",10703,97,1981,IL,11,1,1964,0,70,-0.361000001,24,0,1,0,0,4900,0,0,0,0,1,0,0,0.300000012,0.051000003,25,7,4,4,3,2.774277345,9,2.088230371,2,251,37
1781,"Anthony, Beryl",14601,97,1981,AR,4,1,1978,0,100,-0.209999993,4,0,0,0,0,10000,1,0,0,0,1,0,0,0.148999989,0.100000009,6,2,1,1,1,0.671340113,2,0.408468366,3,251,123
1782,"Applegate, Douglas",14402,97,1981,OH,18,1,1976,0,76,-0.083999999,23,0,0,0,0,5776,0,0,1,0.354999989,1,0,0,0.022999998,0.225999996,12,1,1,1,1,1.265104914,3,0.473907083,3,251,90
1783,"Archer, Bill",13002,97,1981,TX,7,0,1970,0,82,0.486999989,24,0,0,0,0,6724,1,0,1,0.191,0,0,0,0.547999978,0.796999991,15,1,0,0,0,0.239131365,6,0.57968986,1,195,97
1784,"Ashbrook, John",10502,97,1981,OH,17,0,1960,0,73,0.57099998,23,0,0,0,0,5329,0,0,1,0.354999989,0,0,0,0.631999969,0.880999982,53,5,0,0,0,0.917879658,11,0.906883478,2,195,27
1785,"Aspin, Les",13003,97,1981,WI,1,1,1970,0,56,-0.326999992,9,0,0,0,0,3136,0,0,0,0,1,0,0,0.266000003,0.016999992,11,0,1,0,0,0.136026124,6,0.670223236,1,251,195
